sample_id,sample_stratum,source_dataset,source_row_id,source_file,source_family,record_id,cluster_id,cluster_candidate_rows,cluster_source_rows,eval_corpora,eval_fingerprint_rows,raw_status,raw_reasons,similarity,content_hash,prompt_hash,candidate_projection_empty,all_eval_projections_empty,false_positive_candidate,false_positive_basis,recommended_disposition,sample_priority
74,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-4096.parquet#28382,metadata/context_buckets/llama31_final-le-4096.parquet,metadata/context_buckets,44135b784ef2d41a16aeef06ed9ce40ae744c9c70db2511abb8eb5ddab3fc0d4,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003cebca9c17fc6
75,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00001-of-00019.parquet#327,data/glm47_native/train-00001-of-00019.parquet,data/glm47_native,9dfd1abad8c362147b9ee9e3dbac5f2f03e787ef086c1f7d9b55de7167545c0b,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003d1eb4392f655
76,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-131072.parquet#22846,metadata/context_buckets/qwen3-le-131072.parquet,metadata/context_buckets,fcbc1b625146e45f7bdcc34ed0035afdc4d621e8c92c7b8b044f25c085ead98e,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0003e482d0e6e703
77,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-131072.parquet#26507,metadata/context_buckets/glm47-le-131072.parquet,metadata/context_buckets,e43fddcc0415da5269c3585ba9dc4cca18ec73fe1b504646f3303dac6fc025b1,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000403727d728498
78,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-4096.parquet#12766,metadata/context_buckets/glm47-le-4096.parquet,metadata/context_buckets,7a19e061fa453f39c625e70e213bbbde10ecddece59b3dbfbbb8c1133a50a4ad,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00041a9c25a2cb79
79,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-32768.parquet#1674,metadata/context_buckets/llama31_final-le-32768.parquet,metadata/context_buckets,84393fd4fd199205419518e02d1298c08001e0cabaa13b460f2a68e29edd37d6,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000439861d2e7428
80,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/qwen3-le-4096.parquet#16987,metadata/context_buckets/qwen3-le-4096.parquet,metadata/context_buckets,cb9c85ed55d9a435e54593a4759f15155e666ae90cbdf05f9094ccb00d8b43ea,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00047641bdad6acd
81,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-131072.parquet#523,metadata/context_buckets/glm47-le-131072.parquet,metadata/context_buckets,3d15d054dd31a8e29d064407f96f95dff2a1c9924c6125e758b359ebba8984c1,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00047df70799ac09
82,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-8192.parquet#31191,metadata/context_buckets/llama31_final-le-8192.parquet,metadata/context_buckets,fa4b95328d95ea9c92992329a4eeaa80a7b70025b2c03b4591138585d90dff9c,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00048298bdec6737
83,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-131072.parquet#9216,metadata/context_buckets/llama31_final-le-131072.parquet,metadata/context_buckets,7fe51918e0cd138d47f7e6ddc7b1eda6eaf3f0f3b9a3bba420f4845347905122,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00048c9670c30426
84,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-4096.parquet#17974,metadata/context_buckets/glm47-le-4096.parquet,metadata/context_buckets,d8483b16a9452a37e1204fd708260c9f0a2bd0404b28fb66da9d12095619040e,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004b22cd6c31693
85,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/train-00002-of-00005.parquet#4833,data/canonical/train-00002-of-00005.parquet,data/canonical,8311d67d0e4e061ee3ce5a768bcd9d394f675ce12e6893d1caf7af79cca019dc,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004b4d883d1b4e2
86,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/glm47-le-65536.parquet#33300,metadata/context_buckets/glm47-le-65536.parquet,metadata/context_buckets,c5cd007fd9f531a8c35ba1e702aa9e1d942654fdff41e90d5f877023e73f2d3e,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004be4411f361af
87,frontier_multi_teacher|data/glm47_native|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/glm47_native/train-00018-of-00021.parquet#1772,data/glm47_native/train-00018-of-00021.parquet,data/glm47_native,09d26420d890fe664702a1b80c7dec41f9c235ac9f08bab9d472ee0154f34400,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004bfcbd7daf300
88,frontier_multi_teacher|metadata/context_buckets|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/context_buckets/llama31_final-le-65536.parquet#4594,metadata/context_buckets/llama31_final-le-65536.parquet,metadata/context_buckets,4e0fe505528a91bba2f59d833169d9f1a15b14b5839867fa6aa13ba41ceb4223,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004d3cb86d30fc3
89,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00004-of-00006.parquet#696,data/token_stats/train-00004-of-00006.parquet,data/token_stats,ebb88e2490643cfe83b1b97a2121a8d6251eb83dc5216a8282887331ba922bba,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004d5c90661db65
90,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/sft_reasoning.parquet#26123,metadata/parent_ids/sft_reasoning.parquet,metadata/parent_ids,ba0d9ba97cc9b27f44b3a78e17db3d5ab44d70447a86f09e04cf469c657bf068,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0004dbfe5b8d496c
91,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00000-of-00006.parquet#6523,data/token_stats/train-00000-of-00006.parquet,data/token_stats,93574f2d0b0b811b169f3a5364e8ad0215f4d55db47bf3c43797e54ea94ab770,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0005356761bf4904
92,frontier_multi_teacher|data/canonical|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/canonical/train-00001-of-00006.parquet#9715,data/canonical/train-00001-of-00006.parquet,data/canonical,fa5593249f4d9d7cf03f34397ee73d2fff6d29f67f24b37781d2634720fb6753,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0005b9c8ba09f119
93,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/prompt_completion_text.parquet#12857,metadata/parent_ids/prompt_completion_text.parquet,metadata/parent_ids,34cb0f6afde11c18b29ecb55e3a86cafd2caedce3f3fe12275a4c04484bf378b,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00063bf851bd7099
94,frontier_multi_teacher|data/token_stats|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/token_stats/train-00001-of-00005.parquet#9464,data/token_stats/train-00001-of-00005.parquet,data/token_stats,de670cf5a0fe851c4180ab6cd1e47102789e8cfb558ca1c08c30856ad547af3e,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00064a5308b79a66
95,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/sft_reasoning.parquet#11843,metadata/parent_ids/sft_reasoning.parquet,metadata/parent_ids,c8c5726bf9c5167e384992fc1f3212395ff95113e5234d457671a69292936c4d,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,000667a24c886a5f
96,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/sft_reasoning.parquet#1474,metadata/parent_ids/sft_reasoning.parquet,metadata/parent_ids,19d4f2b6ba698e9660510689d4fd53d9f882685f934bc4330212a427aa715296,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00066d79e7a5eee1
97,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/prompt_completion_text.parquet#10413,metadata/parent_ids/prompt_completion_text.parquet,metadata/parent_ids,563d42aecd88644a9458319a87bb22abc6fc29c0ab60589b48149386f897629b,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,0006940e0e68f593
98,frontier_multi_teacher|metadata/parent_ids|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,metadata/parent_ids/prompt_completion_text.parquet#12005,metadata/parent_ids/prompt_completion_text.parquet,metadata/parent_ids,086ba8d4214a1317e71e43d32f85ed231d99228cff3f39820bd4d92fbe49517f,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00069dde243334c6
99,frontier_multi_teacher|data/rl_tool_prompts|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/rl_tool_prompts/train-00000-of-00001.parquet#4832,data/rl_tool_prompts/train-00000-of-00001.parquet,data/rl_tool_prompts,9e2780a42c5dc21ce82f25dfcdb638b6ad48e1004ca01c2d9d47bbe8a8344d56,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,00072c6f706d9920
100,frontier_multi_teacher|data/smoke|content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,frontier_multi_teacher,data/smoke/train-00000-of-00001.parquet#55,data/smoke/train-00000-of-00001.parquet,data/smoke,bee4f804bdf2f9961ffaffe0b238fbf222ebb81de9f0f39b67af3a9d2d4ffa9d,content_sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1393704,1393704,japanese_mt_bench,430,quarantine_exact,full_content_sha256,1.0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,True,True,True,candidate_and_eval_normalized_content_are_empty,keep_quarantined_and_rescan_after_extractor_fix,006d81b3192da2f4
